certificate_id,tag_id
441,460
442,442
443,713
444,457
445,299
446,563
447,219
448,244
449,500
450,255
451,344
452,667
453,725
454,753
455,532
456,586
457,178
458,212
459,988
460,729
461,769
462,83
463,82
464,539
465,955
466,340
467,523
468,219
469,989
470,488
471,328
472,752
473,547
474,144
475,486
476,697
477,956
478,528
479,25
480,775
481,298
482,478
483,488
484,194
485,143
486,658
487,904
488,322
489,515
490,960
491,590
492,304
493,796
494,119
495,164
496,412
497,336
498,517
499,31
500,224
501,321
502,186
503,139
504,443
505,866
506,213
507,394
508,332
509,497
510,304
511,802
512,820
513,994
514,333
515,470
516,960
517,784
518,115
519,212
520,619
521,715
522,281
523,513
524,680
525,608
526,996
527,2
528,673
529,549
530,612
531,90
532,168
533,464
534,718
535,858
536,237
537,54
538,750
539,531
540,597
541,629
542,212
543,341
544,384
545,812
546,432
547,763
548,512
549,818
550,938
551,790
552,100
553,659
554,27
555,105
556,803
557,474
558,336
559,974
560,875
561,977
562,224
563,88
564,517
565,241
566,860
567,563
568,377
569,108
570,293
571,353
572,630
573,704
574,223
575,258
576,216
577,951
578,745
579,917
580,951
581,870
582,382
583,114
584,635
585,551
586,309
587,87
588,425
589,303
590,967
591,598
592,738
593,485
594,845
595,512
596,470
597,437
598,988
599,542
600,947
601,584
602,275
603,411
604,462
605,40
606,103
607,806
608,99
609,4
610,981
611,960
612,431
613,434
614,767
615,903
616,638
617,970
618,173
619,527
620,198
621,677
622,885
623,160
624,239
625,162
626,612
627,246
628,114
629,301
630,382
631,693
632,228
633,924
634,649
635,767
636,947
637,468
638,735
639,531
640,950
641,495
642,164
643,840
644,375
645,583
646,336
647,273
648,465
649,411
650,476
651,532
652,154
653,971
654,19
655,887
656,889
657,52
658,434
659,677
660,638
661,166
662,806
663,799
664,912
665,21
666,853
667,24
668,725
669,833
670,93
671,480
672,579
673,970
674,255
675,871
676,444
677,810
678,457
679,480
680,648
681,800
682,656
683,253
684,639
685,682
686,983
687,44
688,338
689,256
690,797
691,493
692,372
693,634
694,887
695,512
696,173
697,310
698,479
699,844
700,877
701,750
702,89
703,42
704,590
705,868
706,630
707,436
708,956
709,10
710,303
711,385
712,44
713,445
714,687
715,741
716,602
717,457
718,749
719,444
720,253
721,287
722,447
723,495
724,159
725,259
726,671
727,770
728,93
729,517
730,238
731,894
732,472
733,484
734,345
735,154
736,610
737,37
738,988
739,983
740,376
741,946
742,523
743,392
744,583
745,247
746,122
747,320
748,843
749,574
750,125
751,659
752,325
753,663
754,337
755,643
756,441
757,287
758,824
759,111
760,419
761,704
762,915
763,818
764,609
765,35
766,213
767,486
768,458
769,587
770,134
771,35
772,718
773,197
774,764
775,304
776,560
777,524
778,599
779,795
780,714
781,892
782,237
783,935
784,296
785,183
786,637
787,757
788,45
789,716
790,558
791,346
792,635
793,53
794,484
795,862
796,96
797,502
798,829
799,187
800,79
801,197
802,279
803,71
804,401
805,502
806,252
807,465
808,437
809,276
810,393
811,531
812,224
813,658
814,506
815,178
816,511
817,853
818,950
819,943
820,271
821,589
822,242
823,942
824,95
825,289
826,122
827,61
828,136
829,562
830,229
831,414
832,851
833,515
834,329
835,660
836,892
837,100
838,795
839,952
840,694
841,177
842,452
843,579
844,913
845,245
846,200
847,418
848,790
849,52
850,381
851,649
852,583
853,768
854,343
855,109
856,432
857,988
858,693
859,780
860,739
861,431
862,898
863,766
864,347
865,61
866,603
867,166
868,435
869,54
870,737
871,394
872,93
873,626
874,674
875,188
876,244
877,121
878,456
879,933
880,155
881,917
882,463
883,583
884,835
885,718
886,64
887,27
888,313
889,136
890,701
891,305
892,57
893,773
894,595
895,388
896,38
897,191
898,428
899,303
900,384
901,511
902,316
903,937
904,597
905,498
906,605
907,88
908,572
909,655
910,216
911,139
912,907
913,723
914,887
915,170
916,956
917,26
918,943
919,391
920,979
921,577
922,30
923,792
924,842
925,751
926,497
927,459
928,315
929,964
930,432
931,95
932,932
933,100
934,810
935,835
936,976
937,993
938,645
939,341
940,597
941,57
942,823
943,171
944,411
945,363
946,727
947,699
948,683
949,258
950,658
951,294
952,492
953,617
954,71
955,183
956,291
957,455
958,926
959,472
960,715
961,882
962,526
963,953
964,582
965,705
966,100
967,21
968,969
969,137
970,581
971,462
972,539
973,950
974,747
975,261
976,421
977,144
978,598
979,840
980,485
981,613
982,260
983,910
984,198
985,808
986,744
987,528
988,242
989,410
990,794
991,955
992,66
993,812
994,335
995,163
996,558
997,710
998,361
999,222
1000,238
